abstract_id,source_id,title,disagreement_type,pattern,recommendation,reviewer_1_name,reviewer_1_decision,reviewer_1_confidence,reviewer_2_name,reviewer_2_decision,reviewer_2_confidence,reviewer_3_name,reviewer_3_decision,reviewer_3_confidence
41367,ThoPla_2020,Place-based inquiry in a university course abroad: lessons about education for sustainability in the urban outdoors,partial,INCLUDE(2) vs EXCLUDE(1),Mayoria hacia INCLUDE. Verificar los criterios de evaluacion de Climate Literacy & Green Skills Specialist para entender la discrepancia.,Lead Methodologist,INCLUDE,78,ESD & Sustainability Education Expert,INCLUDE,78,Climate Literacy & Green Skills Specialist,EXCLUDE,70
41368,KenPod_2023,Podcasting urban geographies: examining the utility of student-generated research podcasts for deep learning and education for sustainable development,partial,INCLUDE(2) vs EXCLUDE(1),Mayoria hacia INCLUDE. Verificar los criterios de evaluacion de Climate Literacy & Green Skills Specialist para entender la discrepancia.,Lead Methodologist,INCLUDE,78,ESD & Sustainability Education Expert,INCLUDE,78,Climate Literacy & Green Skills Specialist,EXCLUDE,70
41370,LeePro_2021,"Promoting recycling, reducing and reusing in the School of Design: a step toward improving sustainability literacy",partial,INCLUDE(2) vs EXCLUDE(1),Mayoria hacia INCLUDE. Verificar los criterios de evaluacion de Climate Literacy & Green Skills Specialist para entender la discrepancia.,Lead Methodologist,INCLUDE,68,ESD & Sustainability Education Expert,INCLUDE,78,Climate Literacy & Green Skills Specialist,EXCLUDE,70
41374,BorRes_2019,Research in EE and ESD in Portuguese public universities,partial,INCLUDE(2) vs EXCLUDE(1),Mayoria hacia INCLUDE. Verificar los criterios de evaluacion de Climate Literacy & Green Skills Specialist para entender la discrepancia.,Lead Methodologist,INCLUDE,78,ESD & Sustainability Education Expert,INCLUDE,78,Climate Literacy & Green Skills Specialist,EXCLUDE,70
41379,AraSer_2023,Service-Learning as an Approach to Educating for Sustainable Development,partial,INCLUDE(2) vs EXCLUDE(1),Mayoria hacia INCLUDE. Verificar los criterios de evaluacion de Climate Literacy & Green Skills Specialist para entender la discrepancia.,Lead Methodologist,INCLUDE,82,ESD & Sustainability Education Expert,INCLUDE,78,Climate Literacy & Green Skills Specialist,EXCLUDE,70
41380,McGSki_2016,Skills for sustainable development: Transforming vocational education and training beyond 2015,partial,INCLUDE(2) vs EXCLUDE(1),Mayoria hacia INCLUDE. Verificar los criterios de evaluacion de Lead Methodologist para entender la discrepancia.,Lead Methodologist,EXCLUDE,70,ESD & Sustainability Education Expert,INCLUDE,85,Climate Literacy & Green Skills Specialist,INCLUDE,75
41383,GöçStr_2025,Strategic intentions of higher education for sustainable development goals: Qualitative evidence from universities in Türkiye,partial,INCLUDE(2) vs EXCLUDE(1),Mayoria hacia INCLUDE. Verificar los criterios de evaluacion de Climate Literacy & Green Skills Specialist para entender la discrepancia.,Lead Methodologist,INCLUDE,78,ESD & Sustainability Education Expert,INCLUDE,78,Climate Literacy & Green Skills Specialist,EXCLUDE,70
41396,"Pu,Tow_2025",Toward the Education for Sustainable Development (ESD): Digital leadership and knowledge-sharing behavior on the higher education institutional change,partial,INCLUDE(2) vs EXCLUDE(1),Mayoria hacia INCLUDE. Verificar los criterios de evaluacion de Climate Literacy & Green Skills Specialist para entender la discrepancia.,Lead Methodologist,INCLUDE,78,ESD & Sustainability Education Expert,INCLUDE,85,Climate Literacy & Green Skills Specialist,EXCLUDE,70
41397,O’GTra_2025,Transformative education for sustainable development: A faculty perspective,partial,INCLUDE(2) vs UNCERTAIN(1),Mayoria hacia INCLUDE pero confianza promedio baja (59/100). Revisar criterios de Climate Literacy & Green Skills Specialist y considerar revision humana.,Lead Methodologist,INCLUDE,88,ESD & Sustainability Education Expert,INCLUDE,78,Climate Literacy & Green Skills Specialist,UNCERTAIN,10
41404,WitA s_2025,A scoping study of education for sustainable development and global citizenship education in higher education,partial,INCLUDE(2) vs EXCLUDE(1),Mayoria hacia INCLUDE. Verificar los criterios de evaluacion de Lead Methodologist para entender la discrepancia.,Lead Methodologist,EXCLUDE,70,ESD & Sustainability Education Expert,INCLUDE,85,Climate Literacy & Green Skills Specialist,INCLUDE,80
41411,"Li,Col_2023",Collaboration and orchestration in a virtual teaching organization of environmental education,partial,INCLUDE(2) vs EXCLUDE(1),Mayoria hacia INCLUDE. Verificar los criterios de evaluacion de Climate Literacy & Green Skills Specialist para entender la discrepancia.,Lead Methodologist,INCLUDE,78,ESD & Sustainability Education Expert,INCLUDE,78,Climate Literacy & Green Skills Specialist,EXCLUDE,70
41421,SánEdu_2022,Education for sustainable development in higher education: The effect of areas of knowledge on the conceptions of university teachers,partial,INCLUDE(2) vs EXCLUDE(1),Mayoria hacia INCLUDE. Verificar los criterios de evaluacion de Climate Literacy & Green Skills Specialist para entender la discrepancia.,Lead Methodologist,INCLUDE,82,ESD & Sustainability Education Expert,INCLUDE,78,Climate Literacy & Green Skills Specialist,EXCLUDE,70
41423,BarEme_2022,Emergentist education and the opportunities of radical futurity,partial,INCLUDE(2) vs EXCLUDE(1),Mayoria hacia INCLUDE. Verificar los criterios de evaluacion de Climate Literacy & Green Skills Specialist para entender la discrepancia.,Lead Methodologist,INCLUDE,78,ESD & Sustainability Education Expert,INCLUDE,78,Climate Literacy & Green Skills Specialist,EXCLUDE,70
41425,De Eng_2025,Engaging Environmental Education for Sustainable Waste Management-The Greenopoli Education Framework,partial,EXCLUDE(2) vs INCLUDE(1),Mayoria hacia EXCLUDE. Verificar los criterios de evaluacion de ESD & Sustainability Education Expert para entender la discrepancia.,Lead Methodologist,EXCLUDE,70,ESD & Sustainability Education Expert,INCLUDE,85,Climate Literacy & Green Skills Specialist,EXCLUDE,70
41435,alvGre_2023,Greenwashing and education: An evidence-based approach,partial,EXCLUDE(2) vs INCLUDE(1),Mayoria hacia EXCLUDE. Verificar los criterios de evaluacion de Lead Methodologist para entender la discrepancia.,Lead Methodologist,INCLUDE,78,ESD & Sustainability Education Expert,EXCLUDE,50,Climate Literacy & Green Skills Specialist,EXCLUDE,70
41441,VauMin_2022,Minding the GAP: An overview of five years of Education for Sustainable Development (ESD) projects under the Global Action Programme (GAP) within Regional Centres of Expertise (RCEs) on ESD,partial,EXCLUDE(2) vs INCLUDE(1),Mayoria hacia EXCLUDE. Verificar los criterios de evaluacion de Lead Methodologist para entender la discrepancia.,Lead Methodologist,INCLUDE,82,ESD & Sustainability Education Expert,EXCLUDE,50,Climate Literacy & Green Skills Specialist,EXCLUDE,70
41444,"To,Opp_2024",Opportunities and challenges of 3D printing integration into engineering education in developing countries,partial,EXCLUDE(2) vs INCLUDE(1),Mayoria hacia EXCLUDE. Verificar los criterios de evaluacion de Lead Methodologist para entender la discrepancia.,Lead Methodologist,INCLUDE,68,ESD & Sustainability Education Expert,EXCLUDE,70,Climate Literacy & Green Skills Specialist,EXCLUDE,70
41445,NupPer_2024,Perceptions of South Africa’s higher education leaders on the realisation of sustainable development goal 4 quality education,partial,INCLUDE(2) vs EXCLUDE(1),Mayoria hacia INCLUDE. Verificar los criterios de evaluacion de Climate Literacy & Green Skills Specialist para entender la discrepancia.,Lead Methodologist,INCLUDE,78,ESD & Sustainability Education Expert,INCLUDE,78,Climate Literacy & Green Skills Specialist,EXCLUDE,70
41446,KoçPre_2025,Preparing Future Science Teachers to Build a Sustainable World: Supporting Pre-Service Science Teachers' Competencies in Instructional Planning for Teaching the Sustainable Development Goals (SDGs) in K-12 Classrooms,partial,EXCLUDE(2) vs INCLUDE(1),Mayoria hacia EXCLUDE. Verificar los criterios de evaluacion de ESD & Sustainability Education Expert para entender la discrepancia.,Lead Methodologist,EXCLUDE,70,ESD & Sustainability Education Expert,INCLUDE,85,Climate Literacy & Green Skills Specialist,EXCLUDE,70
41455,KalSus_2017,Sustainability consciousness of pre-service teachers in Pakistan,partial,INCLUDE(2) vs EXCLUDE(1),Mayoria hacia INCLUDE. Verificar los criterios de evaluacion de Lead Methodologist para entender la discrepancia.,Lead Methodologist,EXCLUDE,50,ESD & Sustainability Education Expert,INCLUDE,78,Climate Literacy & Green Skills Specialist,INCLUDE,75
41457,FauTea_2024,Teaching Entrepreneurship for Sustainability – a Review of Educational Tools**,partial,INCLUDE(2) vs EXCLUDE(1),Mayoria hacia INCLUDE. Verificar los criterios de evaluacion de Climate Literacy & Green Skills Specialist para entender la discrepancia.,Lead Methodologist,INCLUDE,82,ESD & Sustainability Education Expert,INCLUDE,78,Climate Literacy & Green Skills Specialist,EXCLUDE,70
41459,OwuThe_2024,The development of green skills for the informal sector of Ghana: towards sustainable futures,partial,EXCLUDE(2) vs INCLUDE(1),Mayoria hacia EXCLUDE. Verificar los criterios de evaluacion de ESD & Sustainability Education Expert para entender la discrepancia.,Lead Methodologist,EXCLUDE,70,ESD & Sustainability Education Expert,INCLUDE,78,Climate Literacy & Green Skills Specialist,EXCLUDE,70
41465,SheAca_2023,"Academic identity and ""education for sustainable development"": a grounded theory",partial,INCLUDE(2) vs EXCLUDE(1),Mayoria hacia INCLUDE. Verificar los criterios de evaluacion de Climate Literacy & Green Skills Specialist para entender la discrepancia.,Lead Methodologist,INCLUDE,78,ESD & Sustainability Education Expert,INCLUDE,78,Climate Literacy & Green Skills Specialist,EXCLUDE,70
41467,KapAn _2024,An informal and transformative learning environment: The case of ODTÜ Bostan community garden in Turkey,partial,INCLUDE(2) vs EXCLUDE(1),Mayoria hacia INCLUDE. Verificar los criterios de evaluacion de Climate Literacy & Green Skills Specialist para entender la discrepancia.,Lead Methodologist,INCLUDE,88,ESD & Sustainability Education Expert,INCLUDE,85,Climate Literacy & Green Skills Specialist,EXCLUDE,70
41471,PadAss_2025,Assessing sustainability competence in future early childhood physical education teachers,partial,INCLUDE(2) vs EXCLUDE(1),Mayoria hacia INCLUDE. Verificar los criterios de evaluacion de ESD & Sustainability Education Expert para entender la discrepancia.,Lead Methodologist,INCLUDE,82,ESD & Sustainability Education Expert,EXCLUDE,70,Climate Literacy & Green Skills Specialist,INCLUDE,78
41473,WelAss_2025,Assessment of a youth climate empowerment program: Climate READY,partial,EXCLUDE(2) vs INCLUDE(1),Mayoria hacia EXCLUDE. Verificar los criterios de evaluacion de ESD & Sustainability Education Expert para entender la discrepancia.,Lead Methodologist,EXCLUDE,70,ESD & Sustainability Education Expert,INCLUDE,85,Climate Literacy & Green Skills Specialist,EXCLUDE,70
41481,TavDes_2022,"Designer as an Innovation Trigger for the SME Manufacturing Sector An European joint Master’s degree program based on soft, digital, green, and design skills",partial,INCLUDE(2) vs EXCLUDE(1),Mayoria hacia INCLUDE. Verificar los criterios de evaluacion de Climate Literacy & Green Skills Specialist para entender la discrepancia.,Lead Methodologist,INCLUDE,78,ESD & Sustainability Education Expert,INCLUDE,78,Climate Literacy & Green Skills Specialist,EXCLUDE,70
41482,SonEdu_2020,Education for sustainability in practice: A review of current strategies within Italian universities,partial,INCLUDE(2) vs UNCERTAIN(1),Mayoria hacia INCLUDE pero confianza promedio baja (55/100). Revisar criterios de Lead Methodologist y considerar revision humana.,Lead Methodologist,UNCERTAIN,10,ESD & Sustainability Education Expert,INCLUDE,78,Climate Literacy & Green Skills Specialist,INCLUDE,78
41484,GriEdu_2018,Education for sustainable development today: A problem area for overcoming difficulties of pedagogical adaptation (on the example of a higher school),partial,INCLUDE(2) vs EXCLUDE(1),Mayoria hacia INCLUDE. Verificar los criterios de evaluacion de Climate Literacy & Green Skills Specialist para entender la discrepancia.,Lead Methodologist,INCLUDE,78,ESD & Sustainability Education Expert,INCLUDE,78,Climate Literacy & Green Skills Specialist,EXCLUDE,70
41486,BarEdu_2023,Education for Sustainable Development: teaching deliberation and ethical decision-making in university coach education,partial,INCLUDE(2) vs EXCLUDE(1),Mayoria hacia INCLUDE. Verificar los criterios de evaluacion de Climate Literacy & Green Skills Specialist para entender la discrepancia.,Lead Methodologist,INCLUDE,82,ESD & Sustainability Education Expert,INCLUDE,78,Climate Literacy & Green Skills Specialist,EXCLUDE,70
41494,AtuGre_2025,Green Changemakers: A Paradigm Shift in Vocational Education,partial,EXCLUDE(2) vs INCLUDE(1),Mayoria hacia EXCLUDE. Verificar los criterios de evaluacion de ESD & Sustainability Education Expert para entender la discrepancia.,Lead Methodologist,EXCLUDE,70,ESD & Sustainability Education Expert,INCLUDE,78,Climate Literacy & Green Skills Specialist,EXCLUDE,50
41496,HeiHum_2023,Humour beyond human: eco-humour as a pedagogical toolkit for environmental education,partial,INCLUDE(2) vs EXCLUDE(1),Mayoria hacia INCLUDE. Verificar los criterios de evaluacion de Climate Literacy & Green Skills Specialist para entender la discrepancia.,Lead Methodologist,INCLUDE,72,ESD & Sustainability Education Expert,INCLUDE,78,Climate Literacy & Green Skills Specialist,EXCLUDE,70
41497,IvaIMP_2024,IMPACT OF DIGITAL TECHNOLOGIES ON INTERNATIONAL LEGAL REGULATION OF EDUCATION TO ACHIEVE SUSTAINABLE DEVELOPMENT PRINCIPLES,partial,INCLUDE(2) vs EXCLUDE(1),Mayoria hacia INCLUDE. Verificar los criterios de evaluacion de Climate Literacy & Green Skills Specialist para entender la discrepancia.,Lead Methodologist,INCLUDE,78,ESD & Sustainability Education Expert,INCLUDE,78,Climate Literacy & Green Skills Specialist,EXCLUDE,70
41513,PirSus_2023,Sustainability in hospitality education: research trends and future directions,partial,EXCLUDE(2) vs INCLUDE(1),Mayoria hacia EXCLUDE. Verificar los criterios de evaluacion de Climate Literacy & Green Skills Specialist para entender la discrepancia.,Lead Methodologist,EXCLUDE,70,ESD & Sustainability Education Expert,EXCLUDE,50,Climate Literacy & Green Skills Specialist,INCLUDE,78
41517,ArmThe_2024,The QAA's subject benchmarks and critical pedagogy: The example of 'gateway to King's',partial,EXCLUDE(2) vs INCLUDE(1),Mayoria hacia EXCLUDE. Verificar los criterios de evaluacion de Lead Methodologist para entender la discrepancia.,Lead Methodologist,INCLUDE,78,ESD & Sustainability Education Expert,EXCLUDE,50,Climate Literacy & Green Skills Specialist,EXCLUDE,70
41518,ÖzdTow_2025,Towards a Holistic Understanding of Sustainable Development in Teacher Education: Insights From Pre-Service Teachers' Cross-Curricular Lesson Planning,partial,INCLUDE(2) vs EXCLUDE(1),Mayoria hacia INCLUDE. Verificar los criterios de evaluacion de Lead Methodologist para entender la discrepancia.,Lead Methodologist,EXCLUDE,50,ESD & Sustainability Education Expert,INCLUDE,85,Climate Literacy & Green Skills Specialist,INCLUDE,82
41520,GalTra_2025,Transforming Education for Sustainable Development: Global Perspectives from Classroom to Practice,partial,INCLUDE(2) vs EXCLUDE(1),Mayoria hacia INCLUDE. Verificar los criterios de evaluacion de Lead Methodologist para entender la discrepancia.,Lead Methodologist,EXCLUDE,70,ESD & Sustainability Education Expert,INCLUDE,85,Climate Literacy & Green Skills Specialist,INCLUDE,80
41528,MolAdd_2017,Addressing Food Waste Through University and Community Partnerships,partial,INCLUDE(2) vs EXCLUDE(1),Mayoria hacia INCLUDE. Verificar los criterios de evaluacion de Climate Literacy & Green Skills Specialist para entender la discrepancia.,Lead Methodologist,INCLUDE,78,ESD & Sustainability Education Expert,INCLUDE,78,Climate Literacy & Green Skills Specialist,EXCLUDE,70
41531,OguAna_2024,Analysis of Teachers' Perspectives Towards the Use of IKS to Improve STEM Education for Sustainable Development,partial,EXCLUDE(2) vs INCLUDE(1),Mayoria hacia EXCLUDE. Verificar los criterios de evaluacion de Lead Methodologist para entender la discrepancia.,Lead Methodologist,INCLUDE,78,ESD & Sustainability Education Expert,EXCLUDE,50,Climate Literacy & Green Skills Specialist,EXCLUDE,70
41541,TolDev_2021,Development of teachers' professional skills in education for sustainable development,partial,INCLUDE(2) vs EXCLUDE(1),Mayoria hacia INCLUDE. Verificar los criterios de evaluacion de Climate Literacy & Green Skills Specialist para entender la discrepancia.,Lead Methodologist,INCLUDE,78,ESD & Sustainability Education Expert,INCLUDE,78,Climate Literacy & Green Skills Specialist,EXCLUDE,50
41558,"Ye,Int_2025",Interdisciplinary mobility: an approach to measuring interdisciplinary learning outcomes by using curricular checkpoints,partial,EXCLUDE(2) vs INCLUDE(1),Mayoria hacia EXCLUDE. Verificar los criterios de evaluacion de Lead Methodologist para entender la discrepancia.,Lead Methodologist,INCLUDE,78,ESD & Sustainability Education Expert,EXCLUDE,50,Climate Literacy & Green Skills Specialist,EXCLUDE,70
41559,"Xu,Inv_2020",Investing a Better Future: Education for Sustainable Development as a Means to Strengthen the Environmental Education,partial,INCLUDE(2) vs EXCLUDE(1),Mayoria hacia INCLUDE. Verificar los criterios de evaluacion de Climate Literacy & Green Skills Specialist para entender la discrepancia.,Lead Methodologist,INCLUDE,65,ESD & Sustainability Education Expert,INCLUDE,78,Climate Literacy & Green Skills Specialist,EXCLUDE,50
41565,NinReo_2023,Reorienting Japanese university education towards community resilience in the wake of disaster responsiveness,partial,INCLUDE(2) vs EXCLUDE(1),Mayoria hacia INCLUDE. Verificar los criterios de evaluacion de Climate Literacy & Green Skills Specialist para entender la discrepancia.,Lead Methodologist,INCLUDE,82,ESD & Sustainability Education Expert,INCLUDE,78,Climate Literacy & Green Skills Specialist,EXCLUDE,50
41583,MilCom_2024,"Complicating the connections between curriculum, sustainable development and socially engaged design",partial,INCLUDE(2) vs EXCLUDE(1),Mayoria hacia INCLUDE. Verificar los criterios de evaluacion de Climate Literacy & Green Skills Specialist para entender la discrepancia.,Lead Methodologist,INCLUDE,78,ESD & Sustainability Education Expert,INCLUDE,78,Climate Literacy & Green Skills Specialist,EXCLUDE,70
41587,DliDev_2015,Development of ecological competence for future professions,partial,INCLUDE(2) vs EXCLUDE(1),Mayoria hacia INCLUDE. Verificar los criterios de evaluacion de Climate Literacy & Green Skills Specialist para entender la discrepancia.,Lead Methodologist,INCLUDE,78,ESD & Sustainability Education Expert,INCLUDE,78,Climate Literacy & Green Skills Specialist,EXCLUDE,50
41588,BosDim_2023,Dimensions of the Universities Third Mission from the University Teachers and Students Perspective,partial,INCLUDE(2) vs EXCLUDE(1),Mayoria hacia INCLUDE. Verificar los criterios de evaluacion de Climate Literacy & Green Skills Specialist para entender la discrepancia.,Lead Methodologist,INCLUDE,72,ESD & Sustainability Education Expert,INCLUDE,78,Climate Literacy & Green Skills Specialist,EXCLUDE,70
41589,KopEco_2025,Ecological crises in higher education: making biodiversity matter for business students through critical thinking and interdisciplinary approaches,partial,INCLUDE(2) vs UNCERTAIN(1),Mayoria hacia INCLUDE pero confianza promedio baja (59/100). Revisar criterios de ESD & Sustainability Education Expert y considerar revision humana.,Lead Methodologist,INCLUDE,88,ESD & Sustainability Education Expert,UNCERTAIN,10,Climate Literacy & Green Skills Specialist,INCLUDE,78
41592,JayEdu_2024,Education for Sustainable Development: Mapping Socio-legal and Eco-cultural Sustainability Topics in English Learning,partial,INCLUDE(2) vs EXCLUDE(1),Mayoria hacia INCLUDE. Verificar los criterios de evaluacion de Climate Literacy & Green Skills Specialist para entender la discrepancia.,Lead Methodologist,INCLUDE,78,ESD & Sustainability Education Expert,INCLUDE,78,Climate Literacy & Green Skills Specialist,EXCLUDE,70
41594,MahEnh_2026,Enhancing Inclusive Sustainability-Oriented Learning in Higher Education Using Adaptive Learning Platforms and Performance-Based Assessment,partial,INCLUDE(2) vs UNCERTAIN(1),Mayoria hacia INCLUDE. Verificar los criterios de evaluacion de ESD & Sustainability Education Expert para entender la discrepancia.,Lead Methodologist,INCLUDE,88,ESD & Sustainability Education Expert,UNCERTAIN,10,Climate Literacy & Green Skills Specialist,INCLUDE,82
41603,SidLea_2025,Learners' attitudes toward language education based on cultural identities: global citizenship agenda in higher education institutions of Pakistan,partial,EXCLUDE(2) vs UNCERTAIN(1),Mayoria hacia EXCLUDE pero confianza promedio baja (50/100). Revisar criterios de ESD & Sustainability Education Expert y considerar revision humana.,Lead Methodologist,EXCLUDE,70,ESD & Sustainability Education Expert,UNCERTAIN,10,Climate Literacy & Green Skills Specialist,EXCLUDE,70
41606,AliMea_2015,"Measurement of Entrance Skin Dose and Calculation of Effective Dose for Common Diagnostic X-Ray Examinations in Kashan, Iran",partial,EXCLUDE(2) vs UNCERTAIN(1),Mayoria hacia EXCLUDE pero confianza promedio baja (50/100). Revisar criterios de ESD & Sustainability Education Expert y considerar revision humana.,Lead Methodologist,EXCLUDE,70,ESD & Sustainability Education Expert,UNCERTAIN,10,Climate Literacy & Green Skills Specialist,EXCLUDE,70
41613,de Pro_2025,Promoting Sustainability in HEIs: Implementing the ESG Agenda as a Strategy to Achieve the SDGs of the United Nations,partial,EXCLUDE(2) vs INCLUDE(1),Mayoria hacia EXCLUDE. Verificar los criterios de evaluacion de ESD & Sustainability Education Expert para entender la discrepancia.,Lead Methodologist,EXCLUDE,70,ESD & Sustainability Education Expert,INCLUDE,78,Climate Literacy & Green Skills Specialist,EXCLUDE,70
41621,TreThe_2016,"The role of students in the co-creation of transformational knowledge and sustainability experiments: Experiences from Sweden, Japan and the USA",partial,INCLUDE(2) vs EXCLUDE(1),Mayoria hacia INCLUDE. Verificar los criterios de evaluacion de Climate Literacy & Green Skills Specialist para entender la discrepancia.,Lead Methodologist,INCLUDE,88,ESD & Sustainability Education Expert,INCLUDE,78,Climate Literacy & Green Skills Specialist,EXCLUDE,70
41628,"De,Uni_2025",Universities and the Development of Sustainable Cities: A Descriptive Study of University Outreach Projects of the HEIs Within the Ânima Ecosystem Aligned with SDG 11,partial,INCLUDE(2) vs EXCLUDE(1),Mayoria hacia INCLUDE. Verificar los criterios de evaluacion de Climate Literacy & Green Skills Specialist para entender la discrepancia.,Lead Methodologist,INCLUDE,78,ESD & Sustainability Education Expert,INCLUDE,78,Climate Literacy & Green Skills Specialist,EXCLUDE,70
41638,JohDe-_2015,De-constructing the sustainability challenge for engineering education: An industrial ecology approach,partial,INCLUDE(2) vs EXCLUDE(1),Mayoria hacia INCLUDE. Verificar los criterios de evaluacion de Climate Literacy & Green Skills Specialist para entender la discrepancia.,Lead Methodologist,INCLUDE,78,ESD & Sustainability Education Expert,INCLUDE,78,Climate Literacy & Green Skills Specialist,EXCLUDE,70
41644,RenEdu_2018,Education for sustainable development: Approaches froma Colombian perspective,partial,EXCLUDE(2) vs INCLUDE(1),Mayoria hacia EXCLUDE pero confianza promedio baja (59/100). Revisar criterios de ESD & Sustainability Education Expert y considerar revision humana.,Lead Methodologist,EXCLUDE,50,ESD & Sustainability Education Expert,INCLUDE,78,Climate Literacy & Green Skills Specialist,EXCLUDE,50
41658,HooLan_2025,Language as Evidence: Forensic Linguistics Approach in Developing a CEFR Aligned Rubric for AI-Assisted Academic Writing Evaluation,partial,EXCLUDE(2) vs INCLUDE(1),Mayoria hacia EXCLUDE. Verificar los criterios de evaluacion de Lead Methodologist para entender la discrepancia.,Lead Methodologist,INCLUDE,68,ESD & Sustainability Education Expert,EXCLUDE,50,Climate Literacy & Green Skills Specialist,EXCLUDE,70
41661,SjöMor_2019,More of the same: A critical analysis of the formations of teacher students through education for sustainable development,partial,INCLUDE(2) vs EXCLUDE(1),Mayoria hacia INCLUDE. Verificar los criterios de evaluacion de Climate Literacy & Green Skills Specialist para entender la discrepancia.,Lead Methodologist,INCLUDE,72,ESD & Sustainability Education Expert,INCLUDE,78,Climate Literacy & Green Skills Specialist,EXCLUDE,70
41668,BucSus_2024,Sustainability as an emerging mandate in higher education,partial,EXCLUDE(2) vs INCLUDE(1),Mayoria hacia EXCLUDE. Verificar los criterios de evaluacion de Lead Methodologist para entender la discrepancia.,Lead Methodologist,INCLUDE,82,ESD & Sustainability Education Expert,EXCLUDE,50,Climate Literacy & Green Skills Specialist,EXCLUDE,70
41676,Ste“Mo_2023,“More than scaling up”: a critical and practical inquiry into operationalizing sustainability competencies,partial,EXCLUDE(2) vs INCLUDE(1),Mayoria hacia EXCLUDE. Verificar los criterios de evaluacion de ESD & Sustainability Education Expert para entender la discrepancia.,Lead Methodologist,EXCLUDE,70,ESD & Sustainability Education Expert,INCLUDE,85,Climate Literacy & Green Skills Specialist,EXCLUDE,70
41689,MusE-c_2018,E-collaborating for environmentally sustainable health curricula,partial,INCLUDE(2) vs EXCLUDE(1),Mayoria hacia INCLUDE. Verificar los criterios de evaluacion de Climate Literacy & Green Skills Specialist para entender la discrepancia.,Lead Methodologist,INCLUDE,85,ESD & Sustainability Education Expert,INCLUDE,78,Climate Literacy & Green Skills Specialist,EXCLUDE,70
41691,AlaEdu_2026,Education for Sustainable Development (ESD) and Global Citizenship,partial,EXCLUDE(2) vs INCLUDE(1),Mayoria hacia EXCLUDE. Verificar los criterios de evaluacion de ESD & Sustainability Education Expert para entender la discrepancia.,Lead Methodologist,EXCLUDE,70,ESD & Sustainability Education Expert,INCLUDE,85,Climate Literacy & Green Skills Specialist,EXCLUDE,70
41695,MeiEdu_2025,Education for Sustainable Development: Model-Based Inquiry Using Composting Toilets and Microbiome Data Science in Higher Education,partial,INCLUDE(2) vs EXCLUDE(1),Mayoria hacia INCLUDE. Verificar los criterios de evaluacion de Climate Literacy & Green Skills Specialist para entender la discrepancia.,Lead Methodologist,INCLUDE,78,ESD & Sustainability Education Expert,INCLUDE,85,Climate Literacy & Green Skills Specialist,EXCLUDE,70
41697,KapEdu_2016,Educational action research to achieve the essential competencies of the future,partial,INCLUDE(2) vs EXCLUDE(1),Mayoria hacia INCLUDE. Verificar los criterios de evaluacion de Climate Literacy & Green Skills Specialist para entender la discrepancia.,Lead Methodologist,INCLUDE,72,ESD & Sustainability Education Expert,INCLUDE,78,Climate Literacy & Green Skills Specialist,EXCLUDE,70
41706,JunHow_2020,How green is accounting? Brazilian students’ perception,partial,INCLUDE(2) vs EXCLUDE(1),Mayoria hacia INCLUDE. Verificar los criterios de evaluacion de Climate Literacy & Green Skills Specialist para entender la discrepancia.,Lead Methodologist,INCLUDE,78,ESD & Sustainability Education Expert,INCLUDE,78,Climate Literacy & Green Skills Specialist,EXCLUDE,70
41711,ImaInt_2021,Integrating Education for Sustainable Development Competencies in Teacher Education,partial,EXCLUDE(2) vs INCLUDE(1),Mayoria hacia EXCLUDE. Verificar los criterios de evaluacion de ESD & Sustainability Education Expert para entender la discrepancia.,Lead Methodologist,EXCLUDE,70,ESD & Sustainability Education Expert,INCLUDE,78,Climate Literacy & Green Skills Specialist,EXCLUDE,70
41715,GomKno_2019,"Knowledge, attitudes, and practices (KAP) in sustainability among students of a colombian university",partial,INCLUDE(2) vs EXCLUDE(1),Mayoria hacia INCLUDE. Verificar los criterios de evaluacion de Climate Literacy & Green Skills Specialist para entender la discrepancia.,Lead Methodologist,INCLUDE,78,ESD & Sustainability Education Expert,INCLUDE,78,Climate Literacy & Green Skills Specialist,EXCLUDE,70
41728,TreSus_2020,Sustainable Universities as an Essential Element of Education for Sustainable Development,partial,EXCLUDE(2) vs INCLUDE(1),Mayoria hacia EXCLUDE. Verificar los criterios de evaluacion de Climate Literacy & Green Skills Specialist para entender la discrepancia.,Lead Methodologist,EXCLUDE,70,ESD & Sustainability Education Expert,EXCLUDE,50,Climate Literacy & Green Skills Specialist,INCLUDE,78
41735,EmeTra_2017,Transnational Dialogues for Sustainability Research in Early Childhood Education: A Model for Building Capacity for ESD in Universities?,partial,EXCLUDE(2) vs INCLUDE(1),Mayoria hacia EXCLUDE. Verificar los criterios de evaluacion de ESD & Sustainability Education Expert para entender la discrepancia.,Lead Methodologist,EXCLUDE,50,ESD & Sustainability Education Expert,INCLUDE,78,Climate Literacy & Green Skills Specialist,EXCLUDE,70
41737,MisTut_2017,Tutors and gatekeepers in sustainability MOOCS,partial,INCLUDE(2) vs EXCLUDE(1),Mayoria hacia INCLUDE. Verificar los criterios de evaluacion de Climate Literacy & Green Skills Specialist para entender la discrepancia.,Lead Methodologist,INCLUDE,72,ESD & Sustainability Education Expert,INCLUDE,78,Climate Literacy & Green Skills Specialist,EXCLUDE,70
